,title,text,uuid
776,What is a Direct PLUS loan?,"Direct PLUS loans are federal loans that graduate or professional
degree students and parents of dependent undergraduate students can use to help
pay for education expenses.",HCE6eTvQStk3qWqGJA4V5z
777,What is a federal Direct Loan?,"A federal Direct Loan is a federal student loan made
directly by the U.S. Department of Education.",jVJy6yaYbSc9AAWkuCvNqX
778,What are the interest rates on my student loans?,"Most federal student loans
have fixed interest rates. A number of factors determine the interest rates on private student loans.",cjqBwUSqTx9sJubVYB3UPa
779,What is Income-Based Repayment (IBR)?,"Income-Based Repayment (IBR) is a federal student loan
repayment program that adjusts the amount you owe each month based on your
income and family size.",DMFpsposfgTPKgyDWaRorm
780,What are the new federal protections for consumers who send money internationally?,The new protections for consumers sending money internationally generally require companies to give disclosures to consumers before they pay for the remittance transfers. In addition there are other important protections to be aware of including a right to cancel a transfer.,ny5kV3bmdETnU7dNBkr6vX
781,What is a student loan servicer?,"Servicers are companies that collect payments on a
loan, respond to customer service inquiries, and perform other administrative
tasks associated with maintaining a loan.",SbQmBQxSwGGXRZhoiwPMXk
782,I sent money to another country and I received a receipt that said I should call the CFPB or visit its website if I had a question or complaint. I have a question or complaint. Can you help me?,"Yes, we can help you.",TVBah6Gb4AXjJrirNyEAQW
783,How does interest accrue while I am in school?,"For subsidized federal student loans, interest is paid on your behalf by the U.S. government while you’re in school. For most other loans, interest accrues on a monthly or quarterly basis.",aChZMmTNBr2W73DVAajpEB
784,What is forbearance?,"Forbearance is a temporary postponement or reduction
of your student loan payments because you are experiencing
financial difficulty.",ReonzERLTmSSoxmt9cjSpb
785,I want to apply for a mortgage or home equity loan. Can a lender or broker ask me about my children or dependents?,A creditor such as a lender or broker may ask about the number and ages of your dependents. A lender or broker may also ask about dependent-related financial obligations or expenses.,h4ykTzcH2F7CiQmef7mgT5
786,Can I be charged a penalty for paying off my mortgage early?,Whether you can be charged a penalty for paying off your mortgage early depends on what type of mortgage you have and the specific terms of your mortgage loan.,LW4CpNiMZoQtp4A2u4DKTN
787,My servicer offered me a shared appreciation mortgage as a means of modification. What does that mean?,"Under a shared appreciation mortgage, you agree to give your lender a share of any increase in the value of your home.",jTp66Bh3A7QRRV8TYdrJ9T
788,"I am at least two payments behind on my mortgage payments. I tried to pay one month's worth of what I owe, but my servicer said I have to pay the whole amount. Can the servicer do this?","If you are in default, and the servicer has notified you that the entire balance is due (in other words, the loan has been “accelerated”), your lender generally can require you to pay the full past due amount to make the loan current.",UxFagHmb438siuMj8b9WNV
789,"After I have paid off my mortgage, how do I check if my lien was released?",State property records will show whether your lien is released.,7uhVpA7zU5jfkfnsXBe6EC
790,What is a Qualified Written Request (QWR)?,"A Qualified Written Request, or QWR, is written correspondence that you or someone acting on your behalf can send to your mortgage servicer. Instead of a QWR, you can also send your servicer a Notice of Error or a Request for Information.",KoyhcWMS5Gjeh2DpEkapUW
791,I think I or someone I know was the victim of a scam or financial exploitation. Who can I contact for help?,"If you suspect a scam, there are a few important steps you should take right away.",SSNLh6XLdAZKeZ5kLsnVfi
792,I've heard about something called the HOPE(TM) Hotline. What's that?,The HOPE™ Hotline offers personalized advice from housing counseling agencies approved by the U.S. Department of Housing and Urban Development (HUD).,diQZ8eaw2ySAmY48EJn7q8
793,"A ""veteran's advisor"" said he could help me get my Aid and Attendance benefit from the Department of Veterans Affairs (VA) for a fee? Is this legitimate?","If you are eligible for the Aid and Attendance benefit, you
can apply for free.  The Department of Veterans Affairs (VA) recognizes
experts who can help with the application process, but they should not charge
you any fees to do so.",jQLnGRx79efCa3uhpYtjPr
794,I was offered a pension advance. What is this? What should I look out for?,You should be careful if you get offers for pension advance products. These are offers to pay a lump-sum payout to military or other retirees who receive pensions.,mBgvecVbtpWFxfScxiNfiJ
795,"I'm interested in starting a business, but I have student debt. What do I need to know?","If you have student debt, it may be harder to access business credit and to save enough cash to cover startup costs. Even if you are able to save enough to start a small business, you still have to keep up with your student loan payments, which divert cash away from your business.",3Uvf5MNNUKPWLpjcbTPMVQ
796,My lender or servicer said I could go on a repayment plan. What does that mean?,A repayment plan is a structured way to make up your missed mortgage loan payments over a certain period of time. This is a type of loss mitigation.,HyQi7eJ4rvHNAgrpkCykum
797,Should I refinance my private student loan into one with a lower rate?,Some borrowers who have excellent credit may be able to qualify to refinance their existing private student loans with a new private loan at a lower rate. However there are some important things to consider. Read below for details.,Z6RWTkb98TpE6pwFimwGF7
798,"As a servicemember, am I protected against foreclosure?","If you are in military service, the Servicemembers Civil Relief Act (SCRA) provides certain protections when it comes to issues related to mortgages and housing.",dbuTcsQCh2ynKwBSfTNxVj
799,My lender offered me a Home Equity Line of Credit (HELOC). What is a HELOC?,A HELOC is a line of credit that allows you to borrow against your home equity.,n7kjfRQDVkDUyWdchSGPcH
