,query,type,gold_uid
3400,Loan Estimate,keyword,HU4KTnfRb2gGqekLYkmuTJ
3401,receive a Loan,keyword,HU4KTnfRb2gGqekLYkmuTJ
3402,will my mortgage loan application move forward if my loan officer did not express my intention to proceed?,paraphrase,NZTPtpt5zgv9N4eKTJ3BsB
3403,i have an in-app request for a mortgage loan is there any procedure i should follow?,paraphrase,NZTPtpt5zgv9N4eKTJ3BsB
3404,is it necessary to express intent to proceed in order to file a mortgage application?,paraphrase,NZTPtpt5zgv9N4eKTJ3BsB
3405,Intent to Proceed,keyword,NZTPtpt5zgv9N4eKTJ3BsB
3406,mortgage loan application,keyword,NZTPtpt5zgv9N4eKTJ3BsB
3407,when is my payment due on a sunday?,paraphrase,ea2MtJWQEYu2WCLuzPzGrr
3408,my payment is due on sunday when it's really due?,paraphrase,ea2MtJWQEYu2WCLuzPzGrr
3409,my payment is due on sunday when is it really due?,paraphrase,ea2MtJWQEYu2WCLuzPzGrr
3410,month my payment,keyword,ea2MtJWQEYu2WCLuzPzGrr
3411,Sunday,keyword,ea2MtJWQEYu2WCLuzPzGrr
3412,what are bad consequences for my credit card payment?,paraphrase,3pycybr4mpgA3racmJLALD
3413,what happens when credit card payment is late?,paraphrase,3pycybr4mpgA3racmJLALD
3414,when is my credit card payment considered late?,paraphrase,3pycybr4mpgA3racmJLALD
3415,credit card payment,keyword,3pycybr4mpgA3racmJLALD
3416,card payment considered,keyword,3pycybr4mpgA3racmJLALD
3417,I received my bill this month and the payment is due the same day as usual but the bill came much later than usual. Can I get more time to pay?,paraphrase,2D5XoeFFiXNoafhQ6TG8jH
3418,payment is due,keyword,2D5XoeFFiXNoafhQ6TG8jH
3419,received my bill,keyword,2D5XoeFFiXNoafhQ6TG8jH
3420,why wasn't my card used the same day i made my payment?,paraphrase,4sJqJ7vxNahJGGY4L2qENf
3421,why didn't i get my payment on my account the same day?,paraphrase,4sJqJ7vxNahJGGY4L2qENf
3422,why wasn't my online payment credited on the same day as my original payment?,paraphrase,4sJqJ7vxNahJGGY4L2qENf
3423,online payment credited,keyword,4sJqJ7vxNahJGGY4L2qENf
3424,online payment,keyword,4sJqJ7vxNahJGGY4L2qENf
3425,tell me the procedure to close a credit card?,paraphrase,RBzY5YzgAqHC2neFZTsoxs
3426,how can i close a credit card?,paraphrase,RBzY5YzgAqHC2neFZTsoxs
3427,what should i do to close my credit card?,paraphrase,RBzY5YzgAqHC2neFZTsoxs
3428,credit card account,keyword,RBzY5YzgAqHC2neFZTsoxs
3429,card account,keyword,RBzY5YzgAqHC2neFZTsoxs
3430,do you still charge interest?,paraphrase,crjcKmpA4ZUrSFdNiE74ao
3431,closing my account,keyword,crjcKmpA4ZUrSFdNiE74ao
3432,card issuer,keyword,crjcKmpA4ZUrSFdNiE74ao
3433,My spouse and I had a joint account. We are no longer living together and the monthly bills have been sent to my spouses address. He/she has not paid them and now the card issuer is charging late fees. Am I responsible?,paraphrase,YBbffsHdtDRAeXDQigdfXr
3434,joint account,keyword,YBbffsHdtDRAeXDQigdfXr
3435,account,keyword,YBbffsHdtDRAeXDQigdfXr
3436,will you need to charge for a joint card if you do not do it?,paraphrase,GsNukoAMqbhqKApbJ2ZJi8
3437,is it possible to file a joint credit card payment with your bank if you didn't make the charges?,paraphrase,GsNukoAMqbhqKApbJ2ZJi8
3438,if i do not make a charge on a joint credit card account will i be responsible?,paraphrase,GsNukoAMqbhqKApbJ2ZJi8
3439,joint credit card,keyword,GsNukoAMqbhqKApbJ2ZJi8
3440,credit card account,keyword,GsNukoAMqbhqKApbJ2ZJi8
3441,tell me the right of rescission?,paraphrase,eLQk6aWULwYmzGipNQV6Y8
3442,tell me the right of rescission for my second mortgage?,paraphrase,eLQk6aWULwYmzGipNQV6Y8
3443,how do you change your mind about a loan after you sign the closing document?,paraphrase,eLQk6aWULwYmzGipNQV6Y8
3444,loan closing documents,keyword,eLQk6aWULwYmzGipNQV6Y8
3445,mortgage or refinance,keyword,eLQk6aWULwYmzGipNQV6Y8
3446,do veterans have to apply for a coe from the va to be eligible for the program?,paraphrase,je7VuL599oyaG7Kj827Lfy
3447,why do i have to apply for an exemption from paying benefits at the va bank when they have already certified me?,paraphrase,je7VuL599oyaG7Kj827Lfy
3448,Certificate of Eligibility,keyword,je7VuL599oyaG7Kj827Lfy
3449,servicemember or veteran,keyword,je7VuL599oyaG7Kj827Lfy
3450,tell me the ability to repay rules?,paraphrase,i7uKRjtAd56BuyjUyrU2Pa
3451,tell me the ability-to-repay rule?,paraphrase,i7uKRjtAd56BuyjUyrU2Pa
3452,list some key details of the ability-to-repay rule for financial services?,paraphrase,i7uKRjtAd56BuyjUyrU2Pa
3453,rule,keyword,i7uKRjtAd56BuyjUyrU2Pa
3454,important,keyword,i7uKRjtAd56BuyjUyrU2Pa
3455,tell me the best prepaid text alert service?,paraphrase,foJmfKS2rDqam5uqacnAeD
3456,can i use text alert service on my mobile phone?,paraphrase,foJmfKS2rDqam5uqacnAeD
3457,is a text alert service for a prepaid card acceptable?,paraphrase,foJmfKS2rDqam5uqacnAeD
3458,text alert service,keyword,foJmfKS2rDqam5uqacnAeD
3459,prepaid card,keyword,foJmfKS2rDqam5uqacnAeD
3460,is my spouse required to cosign my mortgage loan?,paraphrase,EeL88y27GtrcTG3KR36fvj
3461,is it right that my spouse co-signs the mortgage loan?,paraphrase,EeL88y27GtrcTG3KR36fvj
3462,is this legal? is it right for you to cosign my mortgage loan with your spouse?,paraphrase,EeL88y27GtrcTG3KR36fvj
3463,mortgage loan,keyword,EeL88y27GtrcTG3KR36fvj
3464,lender or broker,keyword,EeL88y27GtrcTG3KR36fvj
3465,is it necessary for the lender to have a cosigner?,paraphrase,KGVTjBTmQySDaN7JQgzVM6
3466,should i have my spouse to sign a mortgage for me? is that possible?,paraphrase,KGVTjBTmQySDaN7JQgzVM6
3467,when a creditor or broker requires a co-signer can he require it?,paraphrase,KGVTjBTmQySDaN7JQgzVM6
3468,lender or broker,keyword,KGVTjBTmQySDaN7JQgzVM6
3469,broker require,keyword,KGVTjBTmQySDaN7JQgzVM6
3470,how do you use a prepaid card?,paraphrase,bVLTnbaCz9ekn3sb8qKyri
3471,tell me the best way to use a prepaid card?,paraphrase,bVLTnbaCz9ekn3sb8qKyri
3472,can i use my prepaid card?,paraphrase,bVLTnbaCz9ekn3sb8qKyri
3473,prepaid card,keyword,bVLTnbaCz9ekn3sb8qKyri
3474,card,keyword,bVLTnbaCz9ekn3sb8qKyri
3475,why do pre-paid cards need a good credit rating?,paraphrase,QQwdHRzgBK34wtM38hwQBq
3476,how can i get a prepaid card?,paraphrase,QQwdHRzgBK34wtM38hwQBq
3477,do prepaid card holders need a good credit record to get a card?,paraphrase,QQwdHRzgBK34wtM38hwQBq
3478,good credit record,keyword,QQwdHRzgBK34wtM38hwQBq
3479,prepaid card,keyword,QQwdHRzgBK34wtM38hwQBq
3480,tell me the payroll card?,paraphrase,iyFpUebwGopq32p5Go5sYo
3481,what is a payroll card?,paraphrase,iyFpUebwGopq32p5Go5sYo
3482,payroll card,keyword,iyFpUebwGopq32p5Go5sYo
3483,card,keyword,iyFpUebwGopq32p5Go5sYo
3484,list the benefits of a government card?,paraphrase,4cKDukfpRuqrZH8K2o4gcj
3485,what's a government benefit card?,paraphrase,4cKDukfpRuqrZH8K2o4gcj
3486,what is a government benefit card?,paraphrase,4cKDukfpRuqrZH8K2o4gcj
3487,government benefit card,keyword,4cKDukfpRuqrZH8K2o4gcj
3488,benefit card,keyword,4cKDukfpRuqrZH8K2o4gcj
3489,how do i continue receiving benefits if i've got a government benefit card?,paraphrase,HANBhJDjuXNWJgoBd8hBhv
3490,do you have to use a federal benefit card to get benefits?,paraphrase,HANBhJDjuXNWJgoBd8hBhv
3491,do i need a government benefit card to receive welfare benefits?,paraphrase,HANBhJDjuXNWJgoBd8hBhv
3492,government benefit card,keyword,HANBhJDjuXNWJgoBd8hBhv
3493,card to continue,keyword,HANBhJDjuXNWJgoBd8hBhv
3494,tell me the difference between a flex spending account fsa card or a hsa card?,paraphrase,Toe9GgkQYXANRmStG23iE7
3495,tell me the difference between a flexible spending account fsa card or a hsa card?,paraphrase,Toe9GgkQYXANRmStG23iE7
3496,tell me the difference between a flexible spending account fsa card and a health savings account hsa?,paraphrase,Toe9GgkQYXANRmStG23iE7
3497,flexible spending account,keyword,Toe9GgkQYXANRmStG23iE7
3498,health savings account,keyword,Toe9GgkQYXANRmStG23iE7
3499,i want to build credit history with prepaid cards how should i proceed with that process?,paraphrase,TpWAQEahHnM4vVFAxCxVYa
3500,can i improve my credit record with a prepaid card?,paraphrase,TpWAQEahHnM4vVFAxCxVYa
3501,how do i build up a credit history using prepaid cards?,paraphrase,TpWAQEahHnM4vVFAxCxVYa
3502,credit history,keyword,TpWAQEahHnM4vVFAxCxVYa
3503,prepaid card,keyword,TpWAQEahHnM4vVFAxCxVYa
3504,how do i prevent a refusal of a prepaid card?,paraphrase,fq7Q4u7MtDYnkyLeh5q6Ea
3505,is it possible to be denied a prepaid card?,paraphrase,fq7Q4u7MtDYnkyLeh5q6Ea
3506,can i be refused a prepaid card?,paraphrase,fq7Q4u7MtDYnkyLeh5q6Ea
3507,prepaid card,keyword,fq7Q4u7MtDYnkyLeh5q6Ea
3508,card,keyword,fq7Q4u7MtDYnkyLeh5q6Ea
3509,why should i provide personal information when i want to activate a prepaid card?,paraphrase,gKqCGAkcTQCnzyB9KpjMiw
3510,why do i have to provide my personal information to register for a pre-paid card?,paraphrase,gKqCGAkcTQCnzyB9KpjMiw
3511,why do we have to ask people for their personal information to activate a prepaid card?,paraphrase,gKqCGAkcTQCnzyB9KpjMiw
3512,prepaid card,keyword,gKqCGAkcTQCnzyB9KpjMiw
3513,asked for personal,keyword,gKqCGAkcTQCnzyB9KpjMiw
3514,tell me the best way to reload a bank card on direct deposit?,paraphrase,4xjNLWTLTBVbPMPo48dRSH
3515,how can i recharge my prepaid card through direct debit?,paraphrase,4xjNLWTLTBVbPMPo48dRSH
3516,tell me the best way to reload a prepaid card via direct deposit?,paraphrase,4xjNLWTLTBVbPMPo48dRSH
3517,direct deposit,keyword,4xjNLWTLTBVbPMPo48dRSH
3518,reload my prepaid,keyword,4xjNLWTLTBVbPMPo48dRSH
3519,how do i enroll in the income-driven repayment program?,paraphrase,iyd2qz4FMxojeciEkSLFX7
3520,how do i apply for income-driven repayment?,paraphrase,iyd2qz4FMxojeciEkSLFX7
3521,tell me the best way to enroll in income-driven repayment?,paraphrase,iyd2qz4FMxojeciEkSLFX7
3522,Income-Driven Repayment,keyword,iyd2qz4FMxojeciEkSLFX7
3523,Repayment,keyword,iyd2qz4FMxojeciEkSLFX7
3524,can one be treated differently from another person who can apply for a joint mortgage with another person?,paraphrase,mavrw3pisGLBrppUxxAemY
3525,can i be treated differently from married joint applicants?,paraphrase,mavrw3pisGLBrppUxxAemY
3526,can i submit a joint mortgage with another person if i am not married?,paraphrase,mavrw3pisGLBrppUxxAemY
3527,home equity loan,keyword,mavrw3pisGLBrppUxxAemY
3528,mortgage or home,keyword,mavrw3pisGLBrppUxxAemY
3529,how do i determine my retirement income?,paraphrase,kVL5HVcZUAr8kFvAfqHoAV
3530,do brokers and lenders have to look at my part time income?,paraphrase,kVL5HVcZUAr8kFvAfqHoAV
3531,should a broker consider my part-time or retirement income?,paraphrase,kVL5HVcZUAr8kFvAfqHoAV
3532,retirement income,keyword,kVL5HVcZUAr8kFvAfqHoAV
3533,lender or broker,keyword,kVL5HVcZUAr8kFvAfqHoAV
3534,how can i protect my rescission rights in certain situations?,paraphrase,Bf3PRybnhSwNVfFpqg34qy
3535,do we have a right of rescission in cases of such things?,paraphrase,Bf3PRybnhSwNVfFpqg34qy
3536,would you want to withdraw the right to such an action?,paraphrase,Bf3PRybnhSwNVfFpqg34qy
3537,rescission,keyword,Bf3PRybnhSwNVfFpqg34qy
3538,situations,keyword,Bf3PRybnhSwNVfFpqg34qy
3539,can my age guide me to a home equity loan?,paraphrase,B6GRmd9UHnmyqotp2GTVVp
3540,is my age factor a factor in a lender's decision to give me a mortgage?,paraphrase,B6GRmd9UHnmyqotp2GTVVp
3541,how old can a lender consider me when deciding whether to give me a mortgage or home equity loan?,paraphrase,B6GRmd9UHnmyqotp2GTVVp
3542,home equity loan,keyword,B6GRmd9UHnmyqotp2GTVVp
3543,equity loan,keyword,B6GRmd9UHnmyqotp2GTVVp
3544,how do lenders look at credit records on their customers?,paraphrase,JZVq2t6UdXrx6o9dDZag3M
3545,how does a lender's report affect me?,paraphrase,JZVq2t6UdXrx6o9dDZag3M
3546,can a lender check your credit report?,paraphrase,JZVq2t6UdXrx6o9dDZag3M
3547,credit report affect,keyword,JZVq2t6UdXrx6o9dDZag3M
3548,affect my score,keyword,JZVq2t6UdXrx6o9dDZag3M
3549,what time will my credit score be reviewed when the lender does this for me?,paraphrase,4Tkp7nFFunirjGVLVjUcYX
3550,how does my lender access my credit report?,paraphrase,4Tkp7nFFunirjGVLVjUcYX
3551,when can a lender read my credit report?,paraphrase,4Tkp7nFFunirjGVLVjUcYX
3552,credit report,keyword,4Tkp7nFFunirjGVLVjUcYX
3553,lender run,keyword,4Tkp7nFFunirjGVLVjUcYX
3554,can i still get a mortgage with bad credit?,paraphrase,DFr4qpunyZduB2WJr6oxxM
3555,can i still get a mortgage if i have a bad credit score?,paraphrase,DFr4qpunyZduB2WJr6oxxM
3556,can i still get a mortgage if i have a bad credit report?,paraphrase,DFr4qpunyZduB2WJr6oxxM
3557,credit history,keyword,DFr4qpunyZduB2WJr6oxxM
3558,history,keyword,DFr4qpunyZduB2WJr6oxxM
3559,will a foreclosure affect my credit rating?,paraphrase,6Rk3BFdQJZ9udXpPJ469yQ
3560,will a foreclosure ruin my credit history?,paraphrase,6Rk3BFdQJZ9udXpPJ469yQ
3561,how will foreclosure impact my credit history?,paraphrase,6Rk3BFdQJZ9udXpPJ469yQ
3562,home,keyword,6Rk3BFdQJZ9udXpPJ469yQ
3563,lose my home,keyword,6Rk3BFdQJZ9udXpPJ469yQ
3564,can i make all these offers stop?,paraphrase,9KXCjzhBvyEPLankEzivar
3565,is there a way i can stop getting new credit cards?,paraphrase,9KXCjzhBvyEPLankEzivar
3566,is it possible to cut out my mortgage by only making credit card offers?,paraphrase,9KXCjzhBvyEPLankEzivar
3567,credit cards,keyword,9KXCjzhBvyEPLankEzivar
3568,mortgage,keyword,9KXCjzhBvyEPLankEzivar
3569,do i still need a mortgage but have been told i'm too young to get one?,paraphrase,K6YnJgBoX4tgPzKXWjehKn
3570,how do i get a mortgage loan when i am so young?,paraphrase,K6YnJgBoX4tgPzKXWjehKn
3571,i am too young to get a mortgage loan is that the way to get one?,paraphrase,K6YnJgBoX4tgPzKXWjehKn
3572,mortgage loan,keyword,K6YnJgBoX4tgPzKXWjehKn
3573,loan,keyword,K6YnJgBoX4tgPzKXWjehKn
3574,is it possible to be considered a public assistance program applicant for a mortgage or home equity loan?,paraphrase,bXJ9HTiyHeJzDftv7ZvLY8
3575,should i consider if i receive income from a federal or state public assistance program when deciding whether to give me a mortgage or home equity loan?,paraphrase,bXJ9HTiyHeJzDftv7ZvLY8
3576,can a lender or broker take into account whether i receive income from a public assistance program when determining whether to give me a mortgage or home equity loan?,paraphrase,bXJ9HTiyHeJzDftv7ZvLY8
3577,home equity loan,keyword,bXJ9HTiyHeJzDftv7ZvLY8
3578,public assistance program,keyword,bXJ9HTiyHeJzDftv7ZvLY8
3579,will my mortgage broker or lender take into consideration my child support money?,paraphrase,dim9whcqYaUEGB2Xtq72MK
3580,do lenders consider child support if you apply for mortgage in canada?,paraphrase,dim9whcqYaUEGB2Xtq72MK
3581,do banks and mortgage brokers require income from children that they pay in support of their alimony or child support?,paraphrase,dim9whcqYaUEGB2Xtq72MK
3582,equity loan application,keyword,dim9whcqYaUEGB2Xtq72MK
3583,home equity loan,keyword,dim9whcqYaUEGB2Xtq72MK
3584,"Can a lender or broker ask me about my race, color, religion, national origin, or sex?",paraphrase,5vfDrEm4bZXGfb726GsMcJ
3585,national origin,keyword,5vfDrEm4bZXGfb726GsMcJ
3586,lender or broker,keyword,5vfDrEm4bZXGfb726GsMcJ
3587,how can i become a real estate broker or lender in the usa if i am not currently an immigrant?,paraphrase,TVeqii9syvzRudNYpniYgw
3588,can a lender consider my real identity to be a non-united states citizen?,paraphrase,TVeqii9syvzRudNYpniYgw
3589,can a broker consider if i am not a citizen of the united states?,paraphrase,TVeqii9syvzRudNYpniYgw
3590,United States,keyword,TVeqii9syvzRudNYpniYgw
3591,lender or broker,keyword,TVeqii9syvzRudNYpniYgw
3592,how can a lender  broker assess my marital status before giving me a loan?,paraphrase,ZukPcfGZfi8FvSt8KXEtQu
3593,how do lenders evaluate my marital status and sex status before giving me a mortgage or a home equity loan?,paraphrase,ZukPcfGZfi8FvSt8KXEtQu
3594,how can a lender consider sex or marital status when deciding whether to give me a mortgage or home equity loan?,paraphrase,ZukPcfGZfi8FvSt8KXEtQu
3595,home equity loan,keyword,ZukPcfGZfi8FvSt8KXEtQu
3596,equity loan,keyword,ZukPcfGZfi8FvSt8KXEtQu
3597,how can i get a mortgage in my own name if i'm married?,paraphrase,csnpZ3XBYZaUmgjKY6Yd8Q
3598,can i get a mortgage or equity loan in my own name?,paraphrase,csnpZ3XBYZaUmgjKY6Yd8Q
3599,can a mortgage broker or lender turn down your application in your own name?,paraphrase,csnpZ3XBYZaUmgjKY6Yd8Q
3600,home equity loan,keyword,csnpZ3XBYZaUmgjKY6Yd8Q
3601,lender or broker,keyword,csnpZ3XBYZaUmgjKY6Yd8Q
3602,what can i tell you about my ex spouse?,paraphrase,7K7JFtTrskJJsyCrDoVqfL
3603,how can i ask a lender or broker about my spouse?,paraphrase,7K7JFtTrskJJsyCrDoVqfL
3604,can a lender ask my spouse to give me her name and the details about you?,paraphrase,7K7JFtTrskJJsyCrDoVqfL
3605,home equity line,keyword,7K7JFtTrskJJsyCrDoVqfL
3606,mortgage loan,keyword,7K7JFtTrskJJsyCrDoVqfL
3607,how do i ask for help with child support?,paraphrase,6tsPuArTnySHGvq35eRruh
3608,how can you ask a lender or a broker about child support?,paraphrase,6tsPuArTnySHGvq35eRruh
3609,can you list the separate maintenance or child support payments i receive from my alimony?,paraphrase,6tsPuArTnySHGvq35eRruh
3610,separate maintenance payments,keyword,6tsPuArTnySHGvq35eRruh
3611,child support,keyword,6tsPuArTnySHGvq35eRruh
3612,why does a prepaid card needs an online account?,paraphrase,JQSk8k9vwqzh3iPV3FiTjh
3613,what do i need for my prepaid card?,paraphrase,JQSk8k9vwqzh3iPV3FiTjh
3614,how do i open an online bank account to buy a prepaid card?,paraphrase,JQSk8k9vwqzh3iPV3FiTjh
3615,prepaid card,keyword,JQSk8k9vwqzh3iPV3FiTjh
3616,online account,keyword,JQSk8k9vwqzh3iPV3FiTjh
3617,what's the best way to get help if you are having trouble with your va mortgage or non-va mortgage payments?,paraphrase,9uHiBUVRoC7oq2yY8c4cQ5
3618,i'm a veteran with either a va or non-va mortgage and i'm having trouble making my payments what should i do?,paraphrase,9uHiBUVRoC7oq2yY8c4cQ5
3619,i am a veteran with either a va-guaranteed mortgage or a non-va-guaranteed mortgage how can i contact them?,paraphrase,9uHiBUVRoC7oq2yY8c4cQ5
3620,making my payments,keyword,9uHiBUVRoC7oq2yY8c4cQ5
3621,trouble making,keyword,9uHiBUVRoC7oq2yY8c4cQ5
3622,why was my online shopping order rejected when i used a pre-paid card?,paraphrase,YPWJ9KtnNVMynzwBpGFymy
3623,is it possible for people to get their prepaid cards refused?,paraphrase,YPWJ9KtnNVMynzwBpGFymy
3624,why was my online order rejected?,paraphrase,YPWJ9KtnNVMynzwBpGFymy
3625,prepaid card declined,keyword,YPWJ9KtnNVMynzwBpGFymy
3626,card declined,keyword,YPWJ9KtnNVMynzwBpGFymy
3627,what happens to my federal student loan if i default on it?,paraphrase,7AuqE64QtqXn5VxEMhxm65
3628,what happens when a student loan defaults?,paraphrase,7AuqE64QtqXn5VxEMhxm65
3629,what if i default on my federal student loan?,paraphrase,7AuqE64QtqXn5VxEMhxm65
3630,federal student loan,keyword,7AuqE64QtqXn5VxEMhxm65
3631,student loan,keyword,7AuqE64QtqXn5VxEMhxm65
3632,tell me the best way to apply for the gi bill?,paraphrase,eA7o6XbkpcH7x44W925cxw
3633,how should i apply for the gi bill?,paraphrase,eA7o6XbkpcH7x44W925cxw
3634,how can i get gi bill benefits?,paraphrase,eA7o6XbkpcH7x44W925cxw
3635,Bill education benefits,keyword,eA7o6XbkpcH7x44W925cxw
3636,Bill education,keyword,eA7o6XbkpcH7x44W925cxw
3637,how can you compare a credit score with a credit report?,paraphrase,PCFsNydNb6r9jF5fWRR5oW
3638,tell me the difference between credit score and credit report?,paraphrase,PCFsNydNb6r9jF5fWRR5oW
3639,tell me the difference between credit rating and credit score?,paraphrase,PCFsNydNb6r9jF5fWRR5oW
3640,credit score,keyword,PCFsNydNb6r9jF5fWRR5oW
3641,credit report,keyword,PCFsNydNb6r9jF5fWRR5oW
